"","X","spp","Total","Infected"
"694",694,"Centromeritabicolor",1,0
"695",695,"Centromerusdilutus",1,0
"696",696,"Cephaloleiasallei",1,0
"697",697,"Cephaloleiasp.",1,0
"698",698,"Cephaloleiasp.",1,0
"699",699,"Cephalotesatratus",3,0
"700",700,"Cephalotesminutus",1,0
"701",701,"Cephalotessp.",3,3
"702",702,"Cephalotesvarians",17,1
"703",703,"Ceporanerissa",1,1
"704",704,"Ceraciasp.",1,0
"705",705,"Ceracrisfasciata",1,0
"706",706,"Ceratinasp.",1,1
"707",707,"Ceratinostomaostiorum",1,0
"708",708,"Ceratinostomaostiorum",1,0
"709",709,"Ceratinostomaostiorum",1,0
"710",710,"Ceratinostomaostiorum",1,0
"711",711,"Ceratitiscapitata",11,0
"712",712,"Ceratitissp.",3,0
"713",713,"Ceratophyllusgarei",47,2
"714",714,"Ceratosolenarabicus",12,8
"715",715,"Ceratosolenbisulcatus",2,0
"716",716,"Ceratosolenemarginatus",1,1
"717",717,"Ceratosolenemarginatus",1,1
"718",718,"Ceratosolensolmsi",1,1
"719",719,"Ceratosolensolmsi",1,1
"720",720,"Ceratosolensp.",4,4
"721",721,"Ceratosolensp.",4,4
"722",722,"Cercyonispegala",1,0
"723",723,"Ceriagrionauranticum",3,0
"724",724,"Ceriagrionazureum",3,0
"725",725,"Ceriagrioncerinorubellum",6,0
"726",726,"Ceriagrionindochinense",9,0
"727",727,"Ceriagrionolivaceum",2,0
"728",728,"Ceroptrescerri",2,2
"729",729,"Cethosiacyane",1,0
"730",730,"Cetoniaaurata",12,0
"731",731,"Ceutorhynchusobstrictus",8,8
"732",732,"Chaetanaphothripsorchidii",1,1
"733",733,"Chaetophilosciaelongata",9,3
"734",734,"Chaetosa(Opsiomyia)palpalis",1,0
"735",735,"Chaetosapunctipes",1,1
"736",736,"Chaitophorusleucomelas",1,0
"737",737,"Chaitophoruspopulialbae",1,0
"738",738,"Chaitophoruspopulialbae",1,0
"739",739,"Chaitophorussp.",1,0
"740",740,"Challophrys(Inciasalia)irus",1,1
"741",741,"Chalybionsp.",1,0
"742",742,"Charagochilusangusticollis",1,1
"743",743,"Charaxesbernardus",1,1
"744",744,"Charaxesdolon",1,0
"745",745,"Charidotellapurpurata",1,1
"746",746,"Charidotellasexpunctata",1,0
"747",747,"Charopsbrachypterum",2,0
"748",748,"Charopssp.",1,0
"749",749,"Chauligognathuspennsylvanicus",1,0
"750",750,"Chauliopsfallax",1,0
"751",751,"Cheiracanthiumerraticum",2,0
"752",752,"Cheliomyrmexsp.",1,0
"753",753,"Chelymorphaalternans",3,3
"754",754,"Chelymorphacassidea",1,0
"755",755,"Chersinellinaheteropunctata",1,1
"756",756,"Chersonesiarahria",1,0
"757",757,"Chilaspisnitida",7,0
"758",758,"Chilocorispiceus",2,2
"759",759,"Chilocorusbipustulatus",20,1
"760",760,"Chilopartellus",30,0
"761",761,"Chilosp.",12,3
"762",762,"Chilosuppressalis",20,0
"763",763,"Chilosuppressalis",20,0
"764",764,"Chilosuppressalis",20,0
"765",765,"Chilosuppressalis",20,5
"766",766,"Chilosuppressalis",20,8
"767",767,"Chilosuppressalis",20,0
"768",768,"Chilosuppressalis",20,0
"769",769,"Chilosuppressalis",20,7
"770",770,"Chilosuppressalis",20,4
"771",771,"Chilosuppressalis",20,8
"772",772,"Chilosuppressalis",20,0
"773",773,"Chilosuppressalis",20,7
"774",774,"Chilosuppressalis",20,8
"775",775,"Chilosuppressalis",20,4
"776",776,"Chilosuppressalis",20,0
"777",777,"Chilosuppressalis",20,0
"778",778,"Chilosuppressalis",20,0
"779",779,"Chilosuppressalis",20,0
"780",780,"Chilosuppressalis",20,7
"781",781,"Chilosuppressalis",20,8
"782",782,"Chilosuppressalis",20,0
"783",783,"Chilosuppressalis",20,0
"784",784,"Chilosuppressalis",20,0
"785",785,"Chironomusdorsalis",1,0
"786",786,"Chironomuskiiensis",7,0
"787",787,"Chironomussp.",20,0
"788",788,"Chironomustepperi",3,0
"789",789,"Chlaeniuscircumdatus",1,0
"790",790,"Chlaeniusquadricolor",6,0
"791",791,"Chlaeniussp.",3,0
"792",792,"Chlaeniussp.",3,0
"793",793,"Chlaeniussp.",3,1
"794",794,"Chlaeniussp.",3,0
"795",795,"Chlorionatateyamana",1,1
"796",796,"Chloropsoryzae",15,3
"797",797,"Chlosynepalla",1,0
"798",798,"Chorisopstunisiae",8,0
"799",799,"Chorthippusbrunneus",20,0
"800",800,"Chorthippusparallelus",558,285
"801",801,"Chromaphisjuglandicola",2,0
"802",802,"Chrysocharislaomedon",2,0
"803",803,"Chrysocharisnephereus",2,0
"804",804,"Chrysolinavarians",19,0
"805",805,"Chrysopasinica",8,0
"806",806,"Chrysoperlasp.",1,0
"807",807,"Chrysopsrelictus",5,0
"808",808,"Chrysotimusflaviventris",1,0
"809",809,"Chrysotimusmolliculus",1,0
"810",810,"Chrysotusblepharosceles",1,1
"811",811,"Chrysotusblepharosceles",1,1
"812",812,"Chrysotuscilipes",1,1
"813",813,"Chrysotusfemoratus",1,1
"814",814,"Chrysotusgramineus",1,0
"815",815,"Chrysotusgramineus",1,1
"816",816,"Chrysotusgramineus_varians",1,1
"817",817,"Chrysotuslaesus",1,0
"818",818,"Chrysotuslaesus",1,1
"819",819,"Chrysotuslaesus",1,0
"820",820,"Chrysotusmiripalpis",1,1
"821",821,"Chrysotusneglectus",1,1
"822",822,"Chrysotusneglectus",1,1
"823",823,"Chrysotuspalustris",1,1
"824",824,"Chrysotuspalustris",1,0
"825",825,"Chrysotuspulchellus",1,1
"826",826,"Chrysotussp.",1,1
"827",827,"Chrysotussp.",1,1
"828",828,"Chrysotussp.",1,0
"829",829,"Chrysotussp.",1,0
"830",830,"Chrysotussp.",1,0
"831",831,"Chrysotussp.",1,0
"832",832,"Chrysotussuavis",1,1
"833",833,"Chrysozephyrussmaragdinus",1,0
"834",834,"Chylizosomavittatum",1,1
"835",835,"Cicadellaviridis",17,16
"836",836,"Cicadulinabipunctata",10,0
"837",837,"Cicadulinambila",15,15
"838",838,"Cicindelasexguttata",3,0
"839",839,"Cicindelasp.",1,0
"840",840,"Cigaritislohita",1,0
"841",841,"Cimexjaponicus",5,5
"842",842,"Cimexlectularius",125,66
"843",843,"Cinaracedri",2,2
"844",844,"Cinaracedri",2,2
"845",845,"Cinaracupressi",1,0
"846",846,"Cinarafresai",1,1
"847",847,"Cinaragudaris",1,0
"848",848,"Cinarajuniperi",1,1
"849",849,"Cinarajuniperi",1,0
"850",850,"Cinarajuniperi",1,0
"851",851,"Cinaramaghrebica",1,0
"852",852,"Cinaramaritimae",1,0
"853",853,"Cinaramaritimae",1,0
"854",854,"Cinaramaritimae",1,1
"855",855,"Cinarapilicornis",1,0
"856",856,"Cinarapinea",2,1
"857",857,"Cinarapinihabitans",1,0
"858",858,"Cinarapinimaritimae",1,0
"859",859,"Cinaraschimitscheki",1,0
"860",860,"Cinarasp.",1,1
"861",861,"Cinarasp.",1,1
"862",862,"Cinarasp.",1,0
"863",863,"Cinarasp.",1,0
"864",864,"Cinarasp.",1,0
"865",865,"Cinarasp.",1,0
"866",866,"Cinarasp.",1,0
"867",867,"Cinaratujafilina",2,1
"868",868,"Cirrospilusdiallus",1,0
"869",869,"Cirrospiluslyncus",2,0
"870",870,"Cissepsfulvicollis",1,0
"871",871,"Cissialibye",1,1
"872",872,"Cissiasp.",2,1
"873",873,"Cissiausitata",4,1
"874",874,"Cissp.",1,0
"875",875,"Cissp.",1,0
"876",876,"Citrogastersp.",1,0
"877",877,"Cleigastraapicalis",1,1
"878",878,"Cleigastraapicalis",1,0
"879",879,"Cleigastraapicalis",1,0
"880",880,"Cletuspunctiger",6,3
"881",881,"Cletusrusticus",1,1
"882",882,"Cletustrigonus",6,0
"883",883,"Clinocerasp.",1,0
"884",884,"Clubionabrevipes",2,0
"885",885,"Clubionacomta",3,0
"886",886,"Clubionacorticalis",1,0
"887",887,"Clubionadiversa",1,0
"888",888,"Clubionahummedi",2,0
"889",889,"Clubionajaponicola",30,0
"890",890,"Clubionalutescens",1,0
"891",891,"Clubionaneglecta",1,0
"892",892,"Clubionanorvegicus",1,0
"893",893,"Clubionapallidula",2,0
"894",894,"Clubionaphragmitis",3,0
"895",895,"Clubionapseudoneglecta",1,0
"896",896,"Clubionareclusa",2,0
"897",897,"Clubionarosserae",1,0
"898",898,"Clubionastagnatilis",4,0
"899",899,"Clubionasubtilis",2,0
"900",900,"Clubionaterrestris",2,0
"901",901,"Clubionatrivialis",1,0
"902",902,"Clytusarietis",19,0
"903",903,"Cnaphalocrocismedinalis",86,42
"904",904,"Coccidularufa",49,28
"905",905,"Coccinellahieroglyphica",83,0
"906",906,"Coccinellamiranda",146,0
"907",907,"Coccinellarepanda",2,0
"908",908,"Coccinellaseptempunctata",72,2
"909",909,"Coccinellatransversalis",7,0
"910",910,"Coccinellatrifasciata",6,2
"911",911,"Coccophagoussp.",1,0
"912",912,"Coccotrypesdectyliperda",1,1
"913",913,"Coccushesperidum",1,0
"914",914,"Coccuspseudomagnoliarum",1,0
"915",915,"Coccussp.",12,0
"916",916,"Cochliariumcuneiventris",1,1
"917",917,"Coelopapilipes",7,0
"918",918,"Coelophorabisellata",5,0
"919",919,"Coenonymphatullia",1,1
"920",920,"Cofanaspectra",33,1
"921",921,"Cofanaunimaculata",7,0
"922",922,"Colaspissp.",1,0
"923",923,"Colastesbraconius",1,1
"924",924,"Coleomegillamaculata",1,0
"925",925,"Coleosomaoctomaculatum",30,4
"926",926,"Coliaserate",22,21
"927",927,"Coliaseurytheme",1,0
"928",928,"Coliaseurytheme",1,1
"929",929,"Coliassp.",1,0
"930",930,"Coloradoarufomaculata",1,0
"931",931,"Colotisamata",2,2
"932",932,"Colotishetaera",1,0
"933",933,"Comperiellabifasciata",1,0
"934",934,"Condylostylussp.",1,0
"935",935,"Coniosternumtinctinervis",1,0
"936",936,"Conocephaluslongipennis",53,0
"937",937,"Conocephalusnemoralis",1,0
"938",938,"Conotrachelusnenuphar",14,14
"939",939,"Conwentziasp.",1,1
"940",940,"Copidosomopsisnacoleiae",1,0
"941",941,"Coptocyclaleprosa",1,0
"942",942,"Coptodearsp.",1,0
"943",943,"Coptosomaparvipictum",1,1
"944",944,"Coptosomasphaerula",3,0
"945",945,"Corcyracephalonica",1,1
"946",946,"Cordilura(Achaetella)varipes",1,0
"947",947,"Cordilura(Cordilura)carbonaria",1,1
"948",948,"Cordilura(Cordilura)ontario",1,0
"949",949,"Cordilura(Cordilura)pubera",1,1
"950",950,"Cordilura(Cordilura)pubera",1,0
"951",951,"Cordilura(Cordilura)pubera",1,0
"952",952,"Cordilura(Parallelomma)dimidiata",1,1
"953",953,"Cordilura(Parallelomma)pleuritica",1,1
"954",954,"Cordiluraalbipes",1,1
"955",955,"Cordiluraatrata",1,0
"956",956,"Cordiluraciliata",1,0
"957",957,"Cordiluraciliata",1,0
"958",958,"Cordiluralatifrons",1,0
"959",959,"Cordilurapudica",1,1
"960",960,"Cordiluraumbrosa",1,1
"961",961,"Cordiluraumbrosa",1,0
"962",962,"Corimelaenalateralis",1,1
"963",963,"Corophiumarenarium",2,0
"964",964,"Corophiumcurvispinum",5,0
"965",965,"Corophiumvolutator",2,0
"966",966,"Corunaclavata",3,2
"967",967,"Cossonussp.",1,1
"968",968,"Cotesiaangustibasis",4,0
"969",969,"Cotesiacypris",1,1
"970",970,"Cotesiaflavipes",3,1
"971",971,"Courtellaarmata",9,8
"972",972,"Craneopsyllaminerva",1,1
"973",973,"Crematogastermimosae",1,0
"974",974,"Crematogasternigriceps",1,0
"975",975,"Crematogastersjostedti",1,0
"976",976,"Crematogastersmithi",1,0
"977",977,"Crematogastersp.",1,1
"978",978,"Crematogastersp.",1,0
"979",979,"Cremnaactoris",1,0
"980",980,"Critogastersp.",3,3
"981",981,"Critogastersp.",3,3
"982",982,"Crocothemisservilia",7,0
"983",983,"Cryptoglossasp.",1,0
"984",984,"Cryptolaemusmontrouzieri",1,0
"985",985,"Cryptolestespusillus",1,0
"986",986,"Cryptolestesturcicus",1,0
"987",987,"Cryptolestesturcicus",1,0
"988",988,"Cryptopygusbipunctatus",5,0
"989",989,"Cryptopygusbipunctatus",5,0
"990",990,"Crytinaesp.",1,0
"991",991,"Ctenocephalidescanis",22,0
"992",992,"Ctenocephalidesfelis",312,48
"993",993,"Cubarismurina",12,0
"994",994,"Culexerythrothorax",20,0
"995",995,"Culexpipiens",360,360
"996",996,"Culexquinquefasciatus",50,44
"997",997,"Culexquinquefasciatus",50,44
"998",998,"Culexquinquefasciatus",50,45
"999",999,"Culexquinquefasciatus",50,44
"1000",1000,"Culexquinquefasciatus",50,46
"1001",1001,"Culexquinquefasciatus",50,47
"1002",1002,"Culexquinquefasciatus",50,47
"1003",1003,"Culexquinquefasciatus",50,46
"1004",1004,"Culexquinquefasciatus",50,47
"1005",1005,"Culexquinquefasciatus",50,47
"1006",1006,"Culexquinquefasciatus",50,45
"1007",1007,"Culexquinquefasciatus",50,45
"1008",1008,"Culexquinquefasciatus",50,43
"1009",1009,"Culexquinquefasciatus",50,49
"1010",1010,"Culexquinquefasciatus",50,45
"1011",1011,"Culexsp.",1,1
"1012",1012,"Culexstigmatosoma",10,0
"1013",1013,"Culextarsalis",30,0
"1014",1014,"Culicoidesactoni",3,0
"1015",1015,"Culicoidesarakawae",16,0
"1016",1016,"Culicoidesaterinervis",1,0
"1017",1017,"Culicoidesbrevipalpis",2,0
"1018",1018,"Culicoidesbrevitarsis",4,0
"1019",1019,"Culicoidescharadraeus",1,0
"1020",1020,"Culicoidescircumscriptus",1,0
"1021",1021,"Culicoidescylindratus",3,0
"1022",1022,"Culicoidesdubius",1,0
"1023",1023,"Culicoideserairai",1,0
"1024",1024,"Culicoideshumeralis",3,0
"1025",1025,"Culicoidesimicola",1,0
"1026",1026,"Culicoidesjacobsoni",4,0
"1027",1027,"Culicoidesjaponicus",2,0
"1028",1028,"Culicoideskibunensis",2,0
"1029",1029,"Culicoideslungchiensis",10,0
"1030",1030,"Culicoidesmaculatus",9,0
"1031",1031,"Culicoidesmatsuzawai",2,0
"1032",1032,"Culicoidesnipponensis",3,0
"1033",1033,"Culicoidesohmorii",4,0
"1034",1034,"Culicoidesoxystoma",14,0
"1035",1035,"Culicoidesparaflavescens",1,1
"1036",1036,"Culicoidesperegrinus",3,0
"1037",1037,"Culicoidespunctatus",7,0
"1038",1038,"Culicoidessonorensis",10,0
"1039",1039,"Culicoidessumatrae",3,0
"1040",1040,"Culicoidesvariipennis",5,0
"1041",1041,"Culicoidesverbosus",1,0
"1042",1042,"Culicoideswadai",3,0
"1043",1043,"Culisetaincidens",20,0
"1044",1044,"Culisetamelanura",20,0
"1045",1045,"Cumopsisfagei",1,0
"1046",1046,"Curculiosikkimensis",39,29
"1047",1047,"Curetisthetis",1,0
"1048",1048,"Cyathuracarinata",6,0
"1049",1049,"Cybaeotanana",1,0
"1050",1050,"Cybaeusangustiarum",1,0
"1051",1051,"Cybaeuschauliodous",1,0
"1052",1052,"Cybaeuseutypus",5,5
"1053",1053,"Cybaeusgidneyi",1,0
"1054",1054,"Cybaeusgiganteus",1,0
"1055",1055,"Cybaeushesper",1,0
"1056",1056,"Cybaeusmorosus",1,1
"1057",1057,"Cybaeusmultnoma",1,1
"1058",1058,"Cybaeusparalypropriapus",1,0
"1059",1059,"Cybaeuspatritus",1,0
"1060",1060,"Cybaeuspenedentatus",1,1
"1061",1061,"Cybaeusreticulatus",1,0
"1062",1062,"Cybaeussanbruno",1,0
"1063",1063,"Cybaeusshoshoneus",1,1
"1064",1064,"Cybaeussignifer",27,24
"1065",1065,"Cybaeussomesbar",1,0
"1066",1066,"Cybaeustetricus",1,0
"1067",1067,"Cybaeusthermydrinos",1,0
"1068",1068,"Cybaeusvulpinus",1,1
"1069",1069,"Cybaeuswaynei",1,0
"1070",1070,"Cyclocephalacorbonarius",1,0
"1071",1071,"Cyclocephalasp.",1,0
"1072",1072,"Cyclocephalasp.",1,0
"1073",1073,"Cyclonedamunda",1,0
"1074",1074,"Cyclonedasanguinea",1,0
"1075",1075,"Cyclophorapunctaria",1,1
"1076",1076,"Cyclosaconica",20,0
"1077",1077,"Cydiapomonella",1,0
"1078",1078,"Cydnocorisrussatus",1,0
"1079",1079,"Cylisticusconvexus",20,0
"1080",1080,"Cylisticusconvexus",20,16
"1081",1081,"Cymatopussp.",1,0
"1082",1082,"Cynipscornifex",3,0
"1083",1083,"Cynipsdisticha",3,0
"1084",1084,"Cynipsdivisa",4,0
"1085",1085,"Cynipslongiventris",14,0
"1086",1086,"Cynipsquercus",31,0
"1087",1087,"Cynipsquercusfolii",13,0
"1088",1088,"Cynomyiacyanea",1,1
"1089",1089,"Cypherotylussp.",1,0
"1090",1090,"Cyrestisthyodamas",2,0
"1091",1091,"Cyrtepistomuscastaneus",1,1
"1092",1092,"Cyrtorhinuslividipennis",221,51
"1093",1093,"Daktulosphairavitifoliae",1,0
"1094",1094,"Danauschrysippus",30,0
"1095",1095,"Danausgenutia",30,0
"1096",1096,"Danausmelanippus",1,0
"1097",1097,"Danausplexippus",1,0
"1098",1098,"Danausplexippus",1,0
"1099",1099,"Dapidodigmasp.",1,0
"1100",1100,"Dapidodigmasp.",1,0
"1101",1101,"Dasineuriolasp.",1,0
"1102",1102,"Dasymutillanocteus",1,0
"1103",1103,"Dasynuscoccocinctus",1,1
"1104",1104,"Deanemyiamaruaga",7,0
"1105",1105,"Deliaantiqua",11,0
"1106",1106,"Deliaplatura",11,0
"1107",1107,"Deliaradicum",10,0
"1108",1108,"Deliaseucharis",1,1
"1109",1109,"Deliasmicrosticha",1,0
"1110",1110,"Delinaanthrax",1,0
"1111",1111,"Delinaanthrax",1,0
"1112",1112,"Delinaanthrax",1,0
"1113",1113,"Delinanigrita",1,0
"1114",1114,"Deloyalaguttata",1,0
"1115",1115,"Delphacodesnigerrima",1,1
"1116",1116,"Delphacodesnigriella",1,0
"1117",1117,"Delphastuspusillus",9,9
"1118",1118,"Dendroceruscarpenteri",1,0
"1119",1119,"Dendrolimusspectabilis",1,1
"1120",1120,"Dermacentormarginatus",61,0
"1121",1121,"Dermacentorreticulatus",8,0
"1122",1122,"Dermacentorvariabilis",1,0
"1123",1123,"Dermanyssusgallinae",240,0
"1124",1124,"Dermesteslardarius",1,0
"1125",1125,"Dermestessp.",20,0
"1126",1126,"Diabroticasp.",1,0
"1127",1127,"Diabroticaundecimpunctata",1,0
"1128",1128,"Diacammasp.",3,0
"1129",1129,"Diachasmimorphalongicaudata",19,15
"1130",1130,"Diacrisiaobliqua",1,0
"1131",1131,"Diadegmasp.",1,0
"1132",1132,"Diaeretiellasp.",1,0
"1133",1133,"Diaethrianr._clymena",1,0
"1134",1134,"Dialictussp.",1,1
"1135",1135,"Diaphaniapulverulentalis",1,1
"1136",1136,"Diapheromerafemorata",1,0
"1137",1137,"Diaphorusnigricans",1,0
"1138",1138,"Diaphorusnigricans",1,1
"1139",1139,"Diaphorusoculatus",1,1
"1140",1140,"Diaphorusoculatus",1,0
"1141",1141,"Diaphorusoculatus",1,0
"1142",1142,"Diaphorussp.",1,1
"1143",1143,"Diaphorussp.",1,1
"1144",1144,"Diaspisechinocacti",1,0
"1145",1145,"Diastrophusrubi",2,0
"1146",1146,"Dichaetophoraplana",1,0
"1147",1147,"Dichorragianesimachus",1,0
"1148",1148,"Dicladispaarmigera",12,1
"1149",1149,"Dicranomyiasp.",7,0
"1150",1150,"Dicranomyiasp.",7,0
"1151",1151,"Dicranomyiasp.",7,0
"1152",1152,"Dicranomyiasp.",7,0
"1153",1153,"Dicranotropishamata",1,0
"1154",1154,"Dicranotropistikuzenensis",1,1
"1155",1155,"Dicranotropistortilis",1,1
"1156",1156,"Dictynacalcarata",1,0
"1157",1157,"Diglyphusisaea",1,1
"1158",1158,"Diopsisapicalis",3,2
"1159",1159,"Diostrombuspolitus",1,0
"1160",1160,"Diplacodesnebulosa",2,0
"1161",1161,"Diplacodestrivialis",14,0
"1162",1162,"Diplocentriabidentata",1,0
"1163",1163,"Diplocephaluscristatus",1,1
"1164",1164,"Diplocephaluslatifrons",1,0
"1165",1165,"Diplocephaluspicinus",1,0
"1166",1166,"Diplolepisbicolor",3,3
"1167",1167,"Diplolepiscalifornica",2,2
"1168",1168,"Diplolepiscentifoliae",5,0
"1169",1169,"Diplolepiseglanteriae",1,1
"1170",1170,"Diplolepisfructuum",5,4
"1171",1171,"Diplolepisfusiformans",5,0
"1172",1172,"Diplolepisignota",5,0
"1173",1173,"Diplolepismayri",10,10
"1174",1174,"Diplolepisnebulosa",6,0
"1175",1175,"Diplolepisnervosa",1,0
"1176",1176,"Diplolepisnervosa",1,0
"1177",1177,"Diplolepisnodulosa",3,3
"1178",1178,"Diplolepispolita",5,5
"1179",1179,"Diplolepisradicum",2,2
"1180",1180,"Diplolepisrosae",14,10
"1181",1181,"Diplolepisrosaefolii",5,0
"1182",1182,"Diplolepisspinosa",5,5
"1183",1183,"Diplolepisspinosissimae",174,167
"1184",1184,"Diplolepistriforma",5,0
"1185",1185,"Diplolepisvariabilis",5,0
"1186",1186,"Diplostylaconcolor",1,0
"1187",1187,"Diplotaxissp.",1,0
"1188",1188,"Diplotaxissp.",1,0
"1189",1189,"Dismodicusbifrons",1,0
"1190",1190,"Disonychatrifasciata",1,0
"1191",1191,"Diuraphisnoxia",1,0
"1192",1192,"Dixeiacharina",1,0
"1193",1193,"Doleschalliabisaltide",1,0
"1194",1194,"Dolichocephalairrorata",1,1
"1195",1195,"Dolichophoruskerteszi",1,0
"1196",1196,"Dolichopusacuticornis",1,0
"1197",1197,"Dolichopusarbustorum",1,0
"1198",1198,"Dolichopusargyrotarsis",1,0
"1199",1199,"Dolichopusatripes",1,0
"1200",1200,"Dolichopusbrevipennis",1,0
"1201",1201,"Dolichopuscampestris",1,0
"1202",1202,"Dolichopuscilifemoratus",1,0
"1203",1203,"Dolichopusclaviger",1,0
"1204",1204,"Dolichopusclaviger",1,0
"1205",1205,"Dolichopusclavipes",1,0
"1206",1206,"Dolichopusclavipes",1,0
"1207",1207,"Dolichopusdiadema",1,0
"1208",1208,"Dolichopusexcisus",1,0
"1209",1209,"Dolichopusfestivus",1,0
"1210",1210,"Dolichopusgenicupallidus",1,0
"1211",1211,"Dolichopusgriseipennis",1,0
"1212",1212,"Dolichopusgriseipennis",1,0
"1213",1213,"Dolichopusgriseipennis",1,0
"1214",1214,"Dolichopuslaticola",1,0
"1215",1215,"Dolichopuslatilimbatus",1,0
"1216",1216,"Dolichopuslepidus",1,0
"1217",1217,"Dolichopuslinearis",1,0
"1218",1218,"Dolichopuslinearis",1,0
"1219",1219,"Dolichopuslongicornis",1,0
"1220",1220,"Dolichopuslongicornis",1,0
"1221",1221,"Dolichopuslongitarsis",1,0
"1222",1222,"Dolichopusmigrans",1,0
"1223",1223,"Dolichopusnigricornis",1,0
"1224",1224,"Dolichopusnigricornis",1,0
"1225",1225,"Dolichopusnitidus",1,0
"1226",1226,"Dolichopusnubilus",1,0
"1227",1227,"Dolichopuspennatus",1,0
"1228",1228,"Dolichopuspennatus",1,0
"1229",1229,"Dolichopuspicipes",1,0
"1230",1230,"Dolichopusplanitarsis",1,0
"1231",1231,"Dolichopusplumipes",1,0
"1232",1232,"Dolichopusplumipes",1,0
"1233",1233,"Dolichopusplumipes",1,0
"1234",1234,"Dolichopusplumipes",1,0
"1235",1235,"Dolichopusplumipes",1,0
"1236",1236,"Dolichopusplumipes",1,0
"1237",1237,"Dolichopusplumipes",1,0
"1238",1238,"Dolichopusplumipes",1,0
"1239",1239,"Dolichopusplumipes",1,0
"1240",1240,"Dolichopusplumipes",1,0
"1241",1241,"Dolichopusplumipes",1,0
"1242",1242,"Dolichopusplumipes",1,0
"1243",1243,"Dolichopusplumipes",1,0
"1244",1244,"Dolichopuspolleti",1,0
"1245",1245,"Dolichopuspopularis",1,0
"1246",1246,"Dolichopusrupestris",1,1
"1247",1247,"Dolichopussabinus",1,0
"1248",1248,"Dolichopussignatus",1,0
"1249",1249,"Dolichopussignatus",1,0
"1250",1250,"Dolichopussimplex",1,0
"1251",1251,"Dolichopussimplex",1,0
"1252",1252,"Dolichopussimplex",1,0
"1253",1253,"Dolichopussimplex",1,0
"1254",1254,"Dolichopussp.",1,0
"1255",1255,"Dolichopussp.",1,0
"1256",1256,"Dolichopussubpennatus",1,0
"1257",1257,"Dolichopussubpennatus",1,0
"1258",1258,"Dolichopustanythrix",1,0
"1259",1259,"Dolichopustrivialis",1,0
"1260",1260,"Dolichopusungulatus",1,0
"1261",1261,"Dolichopusungulatus",1,0
"1262",1262,"Dolichopusungulatus",1,0
"1263",1263,"Dolichopusungulatus",1,0
"1264",1264,"Dolichopusungulatus",1,0
"1265",1265,"Dolichopusungulatus",1,0
"1266",1266,"Dolichopusungulatus",1,0
"1267",1267,"Dolichopusungulatus",1,0
"1268",1268,"Dolichopusungulatus",1,0
"1269",1269,"Dolichopusungulatus",1,0
"1270",1270,"Dolichopusungulatus",1,0
"1271",1271,"Dolichopusungulatus",1,0
"1272",1272,"Dolichopusurbanus",1,0
"1273",1273,"Dolichopusvitripennis",1,0
"1274",1274,"Dolichopuswahlbergi",1,0
"1275",1275,"Dolichopuswahlbergi",1,0
"1276",1276,"Dolichopuswahlbergi",1,0
"1277",1277,"Dolichopuswahlbergi",1,0
"1278",1278,"Dolichopuswahlbergi",1,0
"1279",1279,"Dolichopuswahlbergi",1,0
"1280",1280,"Dolichovespulamaculata",1,0
"1281",1281,"Dolichovespulanorvegicensis",1,0
"1282",1282,"Dolichovespulasylvestris",1,1
"1283",1283,"Dolomedesplantarius",5,0
"1284",1284,"Dolycorisbaccarum",9,0
"1285",1285,"Dorylusarcens",1,0
"1286",1286,"Dorylusbraunsi",1,0
"1287",1287,"Doryluscf._vishnui",1,0
"1288",1288,"Dorylusconradti",1,0
"1289",1289,"Dorylusemeryi",1,0
"1290",1290,"Dorylusfulvus",1,0
"1291",1291,"Dorylusgerstaeckeri",1,0
"1292",1292,"Dorylushelvolus",1,0
"1293",1293,"Doryluskohli",1,0
"1294",1294,"Dorylusmayri",1,0
"1295",1295,"Dorylusmolestus",1,0
"1296",1296,"Dorylusrubellus",1,0
"1297",1297,"Dorylussjoestedti",1,0
"1298",1298,"Dorylussp.",1,0
"1299",1299,"Dorylussp.",1,0
"1300",1300,"Dorylussp.",1,0
"1301",1301,"Dorylussp.",1,0
"1302",1302,"Dorylusspininodis",1,0
"1303",1303,"Dorylusterrificus",1,0
"1304",1304,"Doryluswilverthi",1,0
"1305",1305,"Dorytomuscarpathicus",1,1
"1306",1306,"Dorytomusrufatus",1,1
"1307",1307,"Dorytomustaeniatus",1,0
"1308",1308,"Drapetis_(Elaphropeza)ephippiata",1,0
"1309",1309,"Drapetissp.",3,0
"1310",1310,"Drassodespubescens",1,0
"1311",1311,"Drepanabinaria",1,1
"1312",1312,"Drepanosiphumsp.",1,0
"1313",1313,"Drosophiladasycnemia",56,12
"1314",1314,"Drosophiladispar",1,0
"1315",1315,"Drosophilaequinoxialis",1,0
"1316",1316,"Drosophilahydei",1,0
"1317",1317,"Drosophilaimmigrans",15,0
"1318",1318,"Drosophilainnubila",2861,982
"1319",1319,"Drosophilakikkawai",22,1
"1320",1320,"Drosophilamalerkotliana",1,0
"1321",1321,"Drosophilamelanogaster",1,1
"1322",1322,"Drosophilamelanogaster",1,1
"1323",1323,"Drosophilamelanogaster",1,1
"1324",1324,"Drosophilanasuta",3,0
"1325",1325,"Drosophilanasutoides",2,0
"1326",1326,"Drosophilanebulosa",1,0
"1327",1327,"Drosophilaneotestacea",396,376
"1328",1328,"Drosophilaorientacea",33,30
"1329",1329,"Drosophilasimulans",538,501
